candidate_id,rank,score,reasoning
CAND_0011687,11,0.954268,"7.8-year career, most recently as Senior NLP Engineer at Niramai. Explicit mentions of a/b test, embedding, pinecone in work history align with JD requirements. Skill profile highlights TensorFlow, OpenSearch, FAISS, PEFT at advanced or expert level. Platform assessment score for TensorFlow: 78/100. Indore, Madhya Pradesh location is outside target geography. Open-to-work flag is set. 15-day notice period — within buyout window."
CAND_0080766,12,0.944985,"Staff Machine Learning Engineer at Salesforce with 8.8 years of experience. Production evidence for a/b test, embedding, ndcg found in career narrative. Advanced-proficiency skills include Search Backend, LoRA, Search & Discovery, MLOps. Skill assessment on record — Weaviate: 84. Based in Coimbatore, Tamil Nadu, which is outside the preferred hiring zone. Not currently flagged as open to work. Notice period: 0 days, manageable."
CAND_0081846,13,0.707745,"Currently Lead AI Engineer at Razorpay (6.7 yrs exp). Career descriptions reference dense retrieval, embedding, faiss — direct signal for this role. Declared advanced skills: Data Science, Information Retrieval, LlamaIndex, pgvector. Verified assessment: LlamaIndex scored 68/100 on platform. Located in Jaipur, Rajasthan — outside preferred India cities; relocation unclear. Candidate has active open-to-work signal. 30-day notice; fits the sub-30-day preference or buyout ceiling."
CAND_0006418,14,0.674045,"5.7-year career, most recently as Machine Learning Engineer at Verloop.io. Explicit mentions of a/b test, ranking in work history align with JD requirements. Skill profile highlights Semantic Search, Embeddings, TensorFlow, Weaviate at advanced or expert level. Platform assessment score for Semantic Search: 89/100. Gurgaon, Haryana location matches target cities. Open-to-work flag is set. Notice period of 60 days exceeds the 30-day buyout threshold. Profile inactive for approximately 3 months."
CAND_0002025,15,0.65881,"Senior AI Engineer at Apple with 5.9 years of experience. Production evidence for a/b test, embedding, ranking found in career narrative. Advanced-proficiency skills include FAISS, TensorFlow, scikit-learn, OpenSearch. Based in Trivandrum, Kerala, which is outside the preferred hiring zone. Profile marked open-to-work. Notice period: 30 days, manageable. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0054394,16,0.642379,"Currently Recommendation Systems Engineer at PharmEasy (4.1 yrs exp). Career descriptions reference elasticsearch, faiss, ranking — direct signal for this role. Declared advanced skills: Prompt Engineering, MLflow, Time Series, Fine-tuning LLMs. Located in Pune, Maharashtra — within preferred geography. Candidate has active open-to-work signal. 30-day notice; fits the sub-30-day preference or buyout ceiling. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0078042,17,0.624386,"4.7-year career, most recently as Applied ML Engineer at PolicyBazaar. Explicit mentions of a/b test, ranking in work history align with JD requirements. Skill profile highlights OpenSearch, Diffusion Models, PyTorch, Sentence Transformers at advanced or expert level. Platform assessment score for PyTorch: 85/100. Dubai, UAE location is outside target geography. No active open-to-work signal on profile. 30-day notice period — within buyout window."
CAND_0052335,18,0.616373,"Applied ML Engineer at Aganitha with 6.4 years of experience. Production evidence for embedding, pinecone, ranking found in career narrative. Advanced-proficiency skills include Diffusion Models, PyTorch, GANs, Machine Learning. Based in Berlin, Germany, which is outside the preferred hiring zone. Profile marked open-to-work. 60-day notice is above the preferred ceiling. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0099806,19,0.599115,"Currently AI Engineer at Mad Street Den (4.6 yrs exp). Career descriptions reference a/b test, ranking — direct signal for this role. Declared advanced skills: LoRA, Statistical Modeling, RAG, Prompt Engineering. Verified assessment: LoRA scored 69/100 on platform. Located in Bhubaneswar, Odisha — outside preferred India cities; relocation unclear. Candidate has active open-to-work signal. 30-day notice; fits the sub-30-day preference or buyout ceiling."
CAND_0055905,20,0.58896,"8.1-year career, most recently as Senior Machine Learning Engineer at Flipkart. Explicit mentions of dense retrieval, embedding, faiss in work history align with JD requirements. Skill profile highlights Elasticsearch, ASR, Hugging Face Transformers, Haystack at advanced or expert level. Platform assessment score for Elasticsearch: 83/100. London, UK location is outside target geography. Open-to-work flag is set. 30-day notice period — within buyout window."
CAND_0077337,21,0.577512,"Staff Machine Learning Engineer at Paytm with 7.0 years of experience. Production evidence for a/b test, embedding, ndcg found in career narrative. Advanced-proficiency skills include Semantic Search, QLoRA, pgvector, Pinecone. Skill assessment on record — Semantic Search: 63. Based in Kochi, Kerala, which is outside the preferred hiring zone. Profile marked open-to-work. 60-day notice is above the preferred ceiling. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0071974,22,0.574066,"Currently Senior AI Engineer at Netflix (7.8 yrs exp). Career descriptions reference a/b test, embedding, pinecone — direct signal for this role. Declared advanced skills: LoRA, Learning to Rank, Weaviate, PEFT. Verified assessment: LoRA scored 87/100 on platform. Located in Vizag, Andhra Pradesh — outside preferred India cities; relocation unclear. Candidate has active open-to-work signal. Long notice period (45d) may be a logistical blocker."
CAND_0008239,23,0.560206,"4.0-year career, most recently as AI Engineer at Apple. Explicit mentions of ranking in work history align with JD requirements. Skill profile highlights Milvus, Semantic Search, Diffusion Models, Elasticsearch at advanced or expert level. Jaipur, Rajasthan location is outside target geography. Open-to-work flag is set. 15-day notice period — within buyout window. Profile inactive for approximately 3 months."
CAND_0044222,24,0.548859,"AI Engineer at PolicyBazaar with 7.7 years of experience. Production evidence for a/b test, elasticsearch, faiss found in career narrative. Advanced-proficiency skills include Vector Search, LlamaIndex, OpenSearch, Qdrant. Skill assessment on record — LlamaIndex: 85. Based in Vizag, Andhra Pradesh, which is outside the preferred hiring zone. Profile marked open-to-work. 60-day notice is above the preferred ceiling. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0042100,25,0.530862,"Currently Machine Learning Engineer at Freshworks (7.3 yrs exp). Career descriptions reference a/b test, ranking — direct signal for this role. Declared advanced skills: Elasticsearch, Statistical Modeling, Learning to Rank, Recommendation Systems. Verified assessment: Statistical Modeling scored 82/100 on platform. Located in Singapore, Singapore — outside preferred India cities; relocation unclear. Candidate has active open-to-work signal."
CAND_0093193,26,0.524563,"7.9-year career, most recently as Senior Machine Learning Engineer at Niramai. Skill profile highlights Ranking Systems, Text Encoders, Indexing Algorithms, Forecasting at advanced or expert level. Platform assessment score for Learning to Rank: 87/100. Bangalore, Karnataka location matches target cities. Open-to-work flag is set. Notice period of 45 days exceeds the 30-day buyout threshold. Skill claims (Ranking Systems, Text Encoders) lack supporting evidence in work history."
CAND_0075249,27,0.494805,"Applied ML Engineer at Zomato with 6.2 years of experience. Production evidence for a/b test, elasticsearch, embedding found in career narrative. Advanced-proficiency skills include Sentence Transformers, Milvus, Machine Learning, Fine-tuning LLMs. Skill assessment on record — Sentence Transformers: 81. Based in Ahmedabad, Gujarat, which is outside the preferred hiring zone. Profile marked open-to-work. 45-day notice is above the preferred ceiling."
CAND_0008425,28,0.485135,"Currently Senior NLP Engineer at Ola (7.8 yrs exp). Career descriptions reference a/b test, embedding, ndcg — direct signal for this role. Declared advanced skills: Learning to Rank, Qdrant, Weights & Biases, pgvector. Verified assessment: Learning to Rank scored 78/100 on platform. Located in Kolkata, West Bengal — outside preferred India cities; relocation unclear. Candidate has active open-to-work signal. Long notice period (90d) may be a logistical blocker."
CAND_0040887,29,0.462844,"4.7-year career, most recently as Machine Learning Engineer at Netflix. Explicit mentions of elasticsearch, embedding, faiss in work history align with JD requirements. Skill profile highlights Reinforcement Learning, Computer Vision, FAISS, LoRA at advanced or expert level. Platform assessment score for Reinforcement Learning: 86/100. Toronto, Canada location is outside target geography. Open-to-work flag is set. 15-day notice period — within buyout window."
CAND_0076163,30,0.459741,"NLP Engineer at Ola with 6.9 years of experience. Production evidence for ranking found in career narrative. Advanced-proficiency skills include Weaviate, LangChain, Statistical Modeling, BM25. Skill assessment on record — BM25: 92. Based in Chandigarh, Chandigarh, consistent with role geography. Profile marked open-to-work. 60-day notice is above the preferred ceiling. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0084819,31,0.453203,"Currently Search Engineer at Dream11 (4.5 yrs exp). Career descriptions reference embedding, pinecone, ranking — direct signal for this role. Declared advanced skills: Semantic Search, BM25, OpenSearch, Recommendation Systems. Verified assessment: Recommendation Systems scored 89/100 on platform. Located in Indore, Madhya Pradesh — outside preferred India cities; relocation unclear. Candidate has active open-to-work signal. Long notice period (120d) may be a logistical blocker."
CAND_0092245,32,0.452483,"4.1-year career, most recently as Senior Data Scientist at Ola. Explicit mentions of a/b test, ranking in work history align with JD requirements. Skill profile highlights LlamaIndex, Forecasting, Embeddings, Statistical Modeling at advanced or expert level. Platform assessment score for Forecasting: 74/100. Coimbatore, Tamil Nadu location is outside target geography. Open-to-work flag is set. Notice period of 60 days exceeds the 30-day buyout threshold."
CAND_0040117,33,0.414572,"Recommendation Systems Engineer at PhonePe with 6.5 years of experience. Production evidence for a/b test, embedding, pinecone found in career narrative. Advanced-proficiency skills include LlamaIndex, Embeddings, RAG, FAISS. Skill assessment on record — RAG: 78. Based in Vizag, Andhra Pradesh, which is outside the preferred hiring zone. Profile marked open-to-work. Notice period: 15 days, manageable. Activity gap of ~3 months; outreach may be slow."
CAND_0061655,34,0.379054,"Currently Machine Learning Engineer at Krutrim (4.6 yrs exp). Career descriptions reference a/b test, embedding, ranking — direct signal for this role. Declared advanced skills: Haystack, PEFT, Pinecone, Time Series. Located in Jaipur, Rajasthan — outside preferred India cities; relocation unclear. Open-to-work flag is not set. 15-day notice; fits the sub-30-day preference or buyout ceiling. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0020708,35,0.374353,"4.2-year career, most recently as Search Engineer at PolicyBazaar. Explicit mentions of elasticsearch, faiss, retrieval in work history align with JD requirements. Skill profile highlights NLP, Data Science, scikit-learn, Learning to Rank at advanced or expert level. Platform assessment score for NLP: 64/100. Indore, Madhya Pradesh location is outside target geography. Open-to-work flag is set. 30-day notice period — within buyout window. Profile inactive for approximately 3 months."
CAND_0052328,36,0.365814,"Recommendation Systems Engineer at Amazon with 6.5 years of experience. Production evidence for embedding, pinecone found in career narrative. Advanced-proficiency skills include LoRA, OpenSearch, QLoRA, Image Classification. Skill assessment on record — LoRA: 85. Based in Pune, Maharashtra, consistent with role geography. Profile marked open-to-work. Notice period: 30 days, manageable. Activity gap of ~3 months; outreach may be slow."
CAND_0007460,37,0.326001,"Currently AI Engineer at Salesforce (4.7 yrs exp). Career descriptions reference ranking — direct signal for this role. Declared advanced skills: LangChain, PEFT, Embeddings, Haystack. Verified assessment: PEFT scored 66/100 on platform. Located in Pune, Maharashtra — within preferred geography. Candidate has active open-to-work signal. Long notice period (120d) may be a logistical blocker. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0036184,38,0.31265,"6.0-year career, most recently as Recommendation Systems Engineer at CRED. Explicit mentions of elasticsearch, faiss, retrieval in work history align with JD requirements. Skill profile highlights QLoRA, FAISS, GANs, Hugging Face Transformers at advanced or expert level. Platform assessment score for GANs: 87/100. Trivandrum, Kerala location is outside target geography. Open-to-work flag is set. 30-day notice period — within buyout window."
CAND_0078492,39,0.29967,"Recommendation Systems Engineer at Verloop.io with 5.1 years of experience. Production evidence for ranking found in career narrative. Advanced-proficiency skills include Machine Learning, Haystack, FAISS, Recommendation Systems. Skill assessment on record — Machine Learning: 66. Based in Kochi, Kerala, which is outside the preferred hiring zone. Profile marked open-to-work. Notice period: 30 days, manageable. Activity gap of ~3 months; outreach may be slow."
CAND_0081053,40,0.29397,"Currently NLP Engineer at Glance (5.4 yrs exp). Career descriptions reference a/b test, embedding, ranking — direct signal for this role. Declared advanced skills: LoRA, QLoRA, Qdrant, Machine Learning. Verified assessment: QLoRA scored 89/100 on platform. Located in Chandigarh, Chandigarh — within preferred geography. Candidate has active open-to-work signal. Long notice period (90d) may be a logistical blocker. Last active 3 months ago — engagement risk."
CAND_0079064,41,0.283649,"5.2-year career, most recently as Senior Data Scientist at Niramai. Explicit mentions of elasticsearch, embedding, faiss in work history align with JD requirements. Skill profile highlights LlamaIndex, OpenSearch, NLP, Semantic Search at advanced or expert level. Platform assessment score for OpenSearch: 58/100. Noida, Uttar Pradesh location matches target cities. Open-to-work flag is set. Notice period of 120 days exceeds the 30-day buyout threshold."
CAND_0076904,42,0.2332,"Senior Data Scientist at Nykaa with 4.2 years of experience. Production evidence for elasticsearch, faiss, ranking found in career narrative. Advanced-proficiency skills include CNN, PEFT, Recommendation Systems, Deep Learning. Skill assessment on record — CNN: 77. Based in London, UK, which is outside the preferred hiring zone. Profile marked open-to-work. 90-day notice is above the preferred ceiling. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0076831,43,0.21519,"Currently Search Engineer at Krutrim (4.0 yrs exp). Career descriptions reference a/b test, ranking — direct signal for this role. Declared advanced skills: LLMs, Milvus, BM25, Weaviate. Verified assessment: BM25 scored 91/100 on platform. Located in Delhi, Delhi — within preferred geography. Candidate has active open-to-work signal. Long notice period (90d) may be a logistical blocker. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0007008,44,0.206611,"3.7-year career, most recently as Senior Software Engineer (ML) at Genpact AI. Skill profile highlights BentoML, Recommendation Systems, Hugging Face Transformers, Computer Vision at advanced or expert level. Coimbatore, Tamil Nadu location is outside target geography. Open-to-work flag is set. Notice period of 60 days exceeds the 30-day buyout threshold. Skill claims (BentoML, Recommendation Systems) lack supporting evidence in work history."
CAND_0058688,45,0.206108,"AI Engineer at Vedantu with 6.7 years of experience. Production evidence for a/b test, embedding, ranking found in career narrative. Advanced-proficiency skills include scikit-learn, Object Detection, LlamaIndex, Computer Vision. Skill assessment on record — scikit-learn: 67. Based in Berlin, Germany, which is outside the preferred hiring zone. Profile marked open-to-work. Notice period: 15 days, manageable. Activity gap of ~3 months; outreach may be slow."
CAND_0020350,46,0.205874,"Registered as AI Engineer at Zoho with 5.8 years. Declared advanced skills: NLP, GANs, LoRA, LLMs. Verified assessment: NLP scored 87/100 on platform. Located in Jaipur, Rajasthan — outside preferred India cities; relocation unclear. Candidate has active open-to-work signal. 30-day notice; fits the sub-30-day preference or buyout ceiling. Some declared skills (NLP, GANs) are not corroborated by career descriptions."
CAND_0088025,47,0.205558,"8.6-year career, most recently as Staff Machine Learning Engineer at Yellow.ai. Explicit mentions of a/b test, embedding, pinecone in work history align with JD requirements. Skill profile highlights Pinecone, QLoRA, LLMs, Hugging Face Transformers at advanced or expert level. Platform assessment score for Pinecone: 94/100. Jaipur, Rajasthan location is outside target geography. Open-to-work flag is set. Notice period of 90 days exceeds the 30-day buyout threshold."
CAND_0062247,48,0.191469,"AI Engineer at Google with 7.3 years of experience. Production evidence for elasticsearch, faiss, ranking found in career narrative. Advanced-proficiency skills include Image Classification, Pinecone, Vector Search, Qdrant. Based in Kochi, Kerala, which is outside the preferred hiring zone. Profile marked open-to-work. Notice period: 30 days, manageable. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0013536,49,0.182728,"Currently Applied ML Engineer at Haptik (14.1 yrs exp). Career descriptions reference a/b test, ranking — direct signal for this role. Declared advanced skills: PyTorch, Prompt Engineering, LLMs, NLP. Verified assessment: PyTorch scored 85/100 on platform. Located in Trivandrum, Kerala — outside preferred India cities; relocation unclear. Candidate has active open-to-work signal. Long notice period (90d) may be a logistical blocker."
CAND_0052682,50,0.175428,"6.6-year career, most recently as NLP Engineer at Aganitha. Explicit mentions of a/b test, embedding, pinecone in work history align with JD requirements. Skill profile highlights QLoRA, Semantic Search, FAISS, PyTorch at advanced or expert level. Platform assessment score for QLoRA: 66/100. Vizag, Andhra Pradesh location is outside target geography. Open-to-work flag is set. 30-day notice period — within buyout window. Profile inactive for approximately 3 months."
CAND_0005260,51,0.171248,"Senior NLP Engineer at Netflix with 5.2 years of experience. Production evidence for dense retrieval, embedding, faiss found in career narrative. Advanced-proficiency skills include Prompt Engineering, Information Retrieval, Speech Recognition, Semantic Search. Skill assessment on record — Prompt Engineering: 81. Based in Chennai, Tamil Nadu, which is outside the preferred hiring zone. Not currently flagged as open to work. 60-day notice is above the preferred ceiling."
CAND_0051615,52,0.165754,"Currently Search Engineer at Meta (4.6 yrs exp). Career descriptions reference ranking — direct signal for this role. Declared advanced skills: RAG, Milvus, TTS, Sentence Transformers. Located in Coimbatore, Tamil Nadu — outside preferred India cities; relocation unclear. Candidate has active open-to-work signal. Long notice period (60d) may be a logistical blocker. Last active 3 months ago — engagement risk."
CAND_0046132,53,0.161384,"4.3-year career, most recently as AI Research Engineer at Verloop.io. Explicit mentions of ranking, recommendation in work history align with JD requirements. Skill profile highlights Data Science, OpenCV, GANs, MLOps at advanced or expert level. Platform assessment score for Data Science: 61/100. Noida, Uttar Pradesh location matches target cities. Open-to-work flag is set. 30-day notice period — within buyout window."
CAND_0065195,54,0.155367,"Search Engineer at CRED with 5.1 years of experience. Production evidence for embedding, pinecone found in career narrative. Advanced-proficiency skills include LLMs, QLoRA, scikit-learn, Diffusion Models. Skill assessment on record — LLMs: 61. Based in Kolkata, West Bengal, which is outside the preferred hiring zone. Profile marked open-to-work. 45-day notice is above the preferred ceiling. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0005649,55,0.152362,"Currently Senior Data Scientist at Sarvam AI (7.4 yrs exp). Career descriptions reference a/b test, elasticsearch, embedding — direct signal for this role. Declared advanced skills: Haystack, Prompt Engineering, Deep Learning, TensorFlow. Located in Delhi, Delhi — within preferred geography. Candidate has active open-to-work signal. Long notice period (90d) may be a logistical blocker. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0086022,56,0.147521,"5.3-year career, most recently as Senior Applied Scientist at Sarvam AI. Explicit mentions of a/b test, dense retrieval, embedding in work history align with JD requirements. Skill profile highlights Vector Search, MLflow, Recommendation Systems, Deep Learning at advanced or expert level. Platform assessment score for Vector Search: 93/100. Kolkata, West Bengal location is outside target geography. Open-to-work flag is set. 0-day notice period — within buyout window."
CAND_0064270,57,0.141859,"Applied ML Engineer at Verloop.io with 4.2 years of experience. Production evidence for a/b test, ranking found in career narrative. Advanced-proficiency skills include LlamaIndex, PyTorch, Learning to Rank, Sentence Transformers. Skill assessment on record — LlamaIndex: 74. Based in Pune, Maharashtra, consistent with role geography. Not currently flagged as open to work. 45-day notice is above the preferred ceiling. Activity gap of ~3 months; outreach may be slow."
CAND_0026532,58,0.137881,"Currently Recommendation Systems Engineer at Zomato (4.8 yrs exp). Career descriptions reference a/b test, elasticsearch, embedding — direct signal for this role. Declared advanced skills: Prompt Engineering, Time Series, pgvector, TTS. Verified assessment: TTS scored 91/100 on platform. Located in Chennai, Tamil Nadu — outside preferred India cities; relocation unclear. Candidate has active open-to-work signal. Long notice period (90d) may be a logistical blocker."
CAND_0074225,59,0.135068,"4.3-year career, most recently as Machine Learning Engineer at Unacademy. Explicit mentions of a/b test, embedding, pinecone in work history align with JD requirements. Skill profile highlights Recommendation Systems, Semantic Search, ASR, Elasticsearch at advanced or expert level. Platform assessment score for Semantic Search: 89/100. Vizag, Andhra Pradesh location is outside target geography. Open-to-work flag is set. Notice period of 120 days exceeds the 30-day buyout threshold."
CAND_0075439,60,0.134589,"Machine Learning Engineer at Flipkart with 4.3 years of experience. Production evidence for a/b test, embedding, pinecone found in career narrative. Advanced-proficiency skills include Learning to Rank, Feature Engineering, LoRA, Elasticsearch. Skill assessment on record — Learning to Rank: 85. Based in Vizag, Andhra Pradesh, which is outside the preferred hiring zone. Not currently flagged as open to work. Notice period: 30 days, manageable."
CAND_0053605,61,0.129145,"Currently Senior Software Engineer (ML) at Verloop.io (6.9 yrs exp). Career descriptions reference ranking, recommendation — direct signal for this role. Declared advanced skills: LangChain, CNN, pgvector, Semantic Search. Verified assessment: pgvector scored 80/100 on platform. Located in Noida, Uttar Pradesh — within preferred geography. Candidate has active open-to-work signal. 30-day notice; fits the sub-30-day preference or buyout ceiling."
CAND_0091909,62,0.127808,"6.9-year career, most recently as Machine Learning Engineer at Rephrase.ai. Explicit mentions of a/b test, embedding, ranking in work history align with JD requirements. Skill profile highlights LLMs, Image Classification, Pinecone, QLoRA at advanced or expert level. Platform assessment score for Image Classification: 90/100. Bangalore, Karnataka location matches target cities. Open-to-work flag is set. Notice period of 45 days exceeds the 30-day buyout threshold."
CAND_0049896,63,0.117828,"Search Engineer at Unacademy with 7.3 years of experience. Production evidence for a/b test, embedding, pinecone found in career narrative. Advanced-proficiency skills include LangChain, LlamaIndex, Sentence Transformers, PyTorch. Based in Vizag, Andhra Pradesh, which is outside the preferred hiring zone. Profile marked open-to-work. 90-day notice is above the preferred ceiling. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0089546,64,0.105989,"Registered as Machine Learning Engineer at Wysa with 4.8 years. Declared advanced skills: Recommendation Systems, TensorFlow, LoRA, QLoRA. Verified assessment: TensorFlow scored 76/100 on platform. Located in Bangalore, Karnataka — within preferred geography. Open-to-work flag is not set. Long notice period (90d) may be a logistical blocker. Some declared skills (Recommendation Systems, TensorFlow) are not corroborated by career descriptions."
CAND_0037980,65,0.099953,"9.0-year career, most recently as Senior Applied Scientist at Niramai. Explicit mentions of a/b test, ranking in work history align with JD requirements. Skill profile highlights LoRA, Search Infrastructure, PyTorch, NLP at advanced or expert level. Platform assessment score for LoRA: 74/100. Kolkata, West Bengal location is outside target geography. Open-to-work flag is set. 0-day notice period — within buyout window. Profile inactive for approximately 3 months."
CAND_0053591,66,0.097755,"AI Engineer at Ola with 5.3 years of experience. Production evidence for a/b test, embedding, pinecone found in career narrative. Advanced-proficiency skills include LangChain, Reinforcement Learning, Embeddings, Milvus. Skill assessment on record — LangChain: 90. Based in Toronto, Canada, which is outside the preferred hiring zone. Profile marked open-to-work. 60-day notice is above the preferred ceiling. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0039838,67,0.097736,"Currently Recommendation Systems Engineer at Amazon (4.9 yrs exp). Career descriptions reference a/b test, ranking — direct signal for this role. Declared advanced skills: Embeddings, Semantic Search, LangChain, LoRA. Verified assessment: Embeddings scored 53/100 on platform. Located in Kochi, Kerala — outside preferred India cities; relocation unclear. Candidate has active open-to-work signal. Long notice period (90d) may be a logistical blocker."
CAND_0095528,68,0.097631,"5.3-year career, most recently as Senior Data Scientist at Netflix. Explicit mentions of a/b test, embedding, ranking in work history align with JD requirements. Skill profile highlights OpenSearch, PyTorch, Semantic Search, Vector Search at advanced or expert level. Platform assessment score for pgvector: 87/100. Indore, Madhya Pradesh location is outside target geography. Open-to-work flag is set. Notice period of 45 days exceeds the 30-day buyout threshold."
CAND_0054123,69,0.096564,"Applied ML Engineer at Meta with 4.7 years of experience. Production evidence for a/b test, elasticsearch, embedding found in career narrative. Advanced-proficiency skills include LangChain, pgvector, Python, Weaviate. Skill assessment on record — Python: 92. Based in Gurgaon, Haryana, consistent with role geography. Not currently flagged as open to work. 60-day notice is above the preferred ceiling. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0037566,70,0.095703,"Currently Machine Learning Engineer at LinkedIn (6.9 yrs exp). Career descriptions reference embedding, pinecone — direct signal for this role. Declared advanced skills: Pinecone, Time Series, LlamaIndex, NLP. Verified assessment: Pinecone scored 82/100 on platform. Located in Bangalore, Karnataka — within preferred geography. Candidate has active open-to-work signal. 15-day notice; fits the sub-30-day preference or buyout ceiling."
CAND_0045250,71,0.095145,"6.6-year career, most recently as Applied ML Engineer at Rephrase.ai. Explicit mentions of a/b test, ranking in work history align with JD requirements. Skill profile highlights Sentence Transformers, Milvus, LoRA, Embeddings at advanced or expert level. Platform assessment score for Sentence Transformers: 83/100. Delhi, Delhi location matches target cities. No active open-to-work signal on profile. 15-day notice period — within buyout window."
CAND_0070202,72,0.093287,"Machine Learning Engineer at BYJU'S with 5.1 years of experience. Production evidence for a/b test, embedding, ranking found in career narrative. Advanced-proficiency skills include Object Detection, Embeddings, Qdrant, LoRA. Skill assessment on record — Object Detection: 89. Based in Jaipur, Rajasthan, which is outside the preferred hiring zone. Not currently flagged as open to work. 90-day notice is above the preferred ceiling."
